gene_ID	segment_number	seed	N_CG	L_locus	CG_density	Col0_meth_frac	CG_spacing	mean_h2az	max_h2az	locus_gain_rate_mu	locus_gain_rate_sigma	locus_loss_rate_mu	locus_loss_rate_sigma
AT3G53480	8418	33671	156	6579	0.023559811521507826	0.025806451612903226	42.44516129032258	2.9772822267130796	20.377663612365698	2.299484915378955e-06	2.6643882292873502e-06	0.0	0.0
AT3G53500	8420	33679	81	2830	0.028268551236749116	0.37037037037037035	35.375	1.2641178953365	5.954866075515749	1.0813148788927335e-05	8.207540982602524e-06	3.94880174291939e-05	8.16993464052288e-06
AT3G53510	8421	33683	121	2707	0.04432951606944958	0.3050847457627119	22.558333333333334	2.0538018540575598	11.798084068298301	2.9890004782400763e-05	8.454170028533566e-06	1.872276688453159e-05	1.2887863892974476e-05
AT3G53520	8422	33687	85	2982	0.028169014084507043	0.0	35.5	1.6580726212653998	8.92883005142212	7.208765859284891e-07	1.4417531718569781e-06	nan	nan
AT3G53540	8423	33691	90	4382	0.020310360565951622	0.15730337078651685	49.23595505617977	1.61019649508964	4.871055984497071	0.0	0.0	5.9815592903828196e-05	1.203053695616731e-05
AT3G53570	8424	33695	86	3311	0.02567200241618846	0.29411764705882354	38.95294117647059	1.32401548139195	5.7340320110321	0.0	0.0	3.9215686274509805e-05	0.0
AT3G53580	8425	33699	79	2473	0.031540638900121314	0.13924050632911392	31.7051282051282	1.84499795395954	7.593624114990231	1.4417531718569781e-05	0.0	4.827688651218063e-05	3.713606654783125e-05
AT3G53610	8427	33707	62	2559	0.023837436498632278	0.08196721311475409	41.950819672131146	2.1380151553795903	6.45414805412292	0.0	0.0	4.084967320261438e-05	4.901960784313725e-05
AT3G53620	8428	33711	71	3047	0.02297341647522153	0.15714285714285714	43.52857142857143	2.19114310943163	8.172946071624759	8.654591780214911e-06	5.582043971071889e-06	2.9708853238265002e-05	2.1007331586053103e-05
AT3G53680	8430	33719	114	5359	0.021086023511849225	0.05357142857142857	47.42477876106195	3.17004805922508	24.0062894821167	0.0	0.0	0.0	0.0
AT3G53700	8431	33723	86	2753	0.03087540864511442	0.18823529411764706	32.38823529411765	1.7780977623661398	6.10491399765015	9.472387989012031e-06	3.3489948905302053e-06	2.0424836601307188e-05	1.444254046541151e-05
AT3G53750	8434	33735	58	2481	0.022974607013301087	0.15789473684210525	43.526315789473685	7.16837635928509	24.828459930419896	5.957244008714597e-06	7.017813224430931e-06	0.00010212418300653594	1.3616557734204794e-05
AT3G53760	8435	33739	126	4659	0.026829791800815624	0.2777777777777778	37.272	3.3806162631198	22.6592998504639	1.414027149321267e-05	5.972192907262296e-06	6.127450980392157e-05	6.7046716229435415e-06
AT3G53780	8436	33743	50	2381	0.020579588408231837	0.08	48.59183673469388	1.5443087279796601	3.64872999191284	0.0	0.0	1.5318627450980392e-05	3.0637254901960784e-05
AT3G53800	8437	33747	64	2137	0.029480580252690687	0.1935483870967742	33.920634920634924	2.7830088041888303	6.93307404518127	2.859477124183007e-06	3.3685503477268472e-06	1.1914488017429193e-05	1.4035626448861862e-05
AT3G53810	8438	33751	114	2342	0.04824935952177626	0.09734513274336283	20.72566371681416	6.44127101749182	26.669057846069304	6.407791874919903e-06	2.265496543593963e-06	1.8568033273915628e-05	2.228163992869875e-05
AT3G53830	8439	33755	79	3256	0.023955773955773956	0.16666666666666666	41.743589743589745	2.11287062168121	6.7214300155639695	0.0	0.0	0.00010055304172951231	1.777543441896801e-05
AT3G53880	8440	33759	64	2126	0.029633113828786452	0.265625	33.74603174603175	1.7421658641912698	3.19426803588867	0.0	0.0	3.0036524413687044e-05	1.9372976134896553e-05
AT3G53930	8441	33763	105	4708	0.022090059473237042	0.34285714285714286	45.269230769230774	0.8049206382750219	3.3040040016174306	1.8648763853367435e-05	7.876370355954621e-06	2.3261619462599854e-05	4.678542149620621e-06
AT3G53940	8442	33767	58	2780	0.02050359712230216	0.17543859649122806	48.7719298245614	1.82987604285109	6.90867605209351	0.0	0.0	2.6552287581699346e-05	2.042483660130719e-05
AT3G53960	8443	33771	87	2871	0.029954719609892023	0.023255813953488372	33.383720930232556	2.36529601772626	4.14343414306641	7.78089013383131e-06	2.750960088649811e-06	0.0	0.0
AT3G53970	8444	33775	61	2276	0.026362038664323375	0.08196721311475409	37.93333333333333	1.4862370061485701	3.47157201766968	0.0	0.0	0.0	0.0
AT3G54010	8445	33779	103	4305	0.023693379790940768	0.2815533980582524	42.205882352941174	1.6634951674441498	13.256732177734401	1.1316463522345875e-05	2.27604753224787e-06	7.04304710389903e-06	8.451656524678837e-06
AT3G54020	8446	33783	73	2618	0.02750190985485103	0.0273972602739726	36.36111111111111	2.02962959717821	6.148076057434079	0.0	0.0	7.148692810457515e-05	8.421375869317117e-05
AT3G54030	8447	33787	71	2598	0.026943802925327175	0.3	37.114285714285714	1.8100325827968502	5.20138001441956	9.1703348005869e-06	8.336668000533546e-06	3.112356053532524e-05	1.1003840354599245e-05
AT3G54100	8451	33803	117	4005	0.028963795255930087	0.3247863247863248	34.525862068965516	1.67436694376609	5.2760941028595	9.824604947464217e-06	3.102506825515016e-06	3.224974200206398e-05	1.2899896800825595e-05
AT3G54110	8452	33807	88	2441	0.035641130684145844	0.19540229885057472	28.057471264367813	1.9271325551546499	6.512138175964361	2.100840336134454e-05	5.717763171762788e-06	0.0	0.0
AT3G54120	8453	33811	17	1054	0.015180265654648957	0.0	65.875	2.6479395608902	4.80726804733276	0.0	0.0	nan	nan
AT3G54130	8454	33815	56	1874	0.02934898612593383	0.19642857142857142	34.07272727272728	1.32482328384351	3.0618059873580896	0.0	0.0	4.642008318478907e-05	2.9940054026658308e-05
AT3G54140	8455	33819	70	3021	0.022840119165839126	0.24615384615384617	43.78260869565217	2.7874638056944305	7.92633390426636	1.3338668800853674e-05	4.715931580542534e-06	4.084967320261438e-05	1.444254046541151e-05
AT3G54170	8456	33823	64	2890	0.02179930795847751	0.28125	45.87301587301587	1.14028773875586	3.9372339725494396	0.0	0.0	0.0	0.0
AT3G54180	8457	33827	42	1766	0.0232163080407701	0.023809523809523808	43.07317073170732	2.98461350331435	4.66750993728638	0.0	0.0	0.0	0.0
AT3G54190	8458	33831	59	2718	0.021339220014716703	0.0847457627118644	46.862068965517246	1.21437774452296	4.23119597434998	1.4373033163882838e-05	4.5388525780682645e-06	0.0	0.0
AT3G54230	8459	33835	161	7262	0.02203249793445332	0.5094339622641509	45.3875	0.688400556187646	6.462267971038821	2.8280542986425337e-05	8.113338667268762e-06	2.3198579843460018e-05	2.017267812474784e-06
AT3G54240	8460	33839	41	1326	0.030165912518853696	0.15	33.15	2.47100206594313	5.107675933837889	2.462995001922338e-05	4.95375051136301e-06	0.00015318627450980392	2.0424836601307185e-05
AT3G54250	8461	33843	53	2669	0.019482952416635443	0.03773584905660377	51.32692307692308	3.2496286053210497	22.7218803405762	8.00973984364988e-06	5.549310545844155e-06	0.0	0.0
AT3G54280	8462	33847	236	12352	0.019025259067357515	0.5550847457627118	52.56170212765957	0.5579933161477011	4.74179003238678	1.3032990974167446e-05	3.986519905835512e-06	1.2005438307638576e-05	3.195302214600982e-06
AT3G54300	8463	33851	62	2529	0.024120205614867538	0.24193548387096775	41.459016393442624	1.38746653737293	4.23970394134521	1.0864274787929356e-05	7.007246687090242e-06	1.9063180827886712e-05	2.245700231817898e-05
AT3G54320	8464	33855	91	4160	0.021634615384615384	0.0	46.22222222222222	3.6219217722556203	11.573394012451198	5.67356572258533e-06	3.6593399365915715e-06	nan	nan
AT3G54350	8465	33859	110	4901	0.022240359110385636	0.48623853211009177	44.96330275229358	0.904966616009672	4.18852996826172	1.4224439775910364e-05	9.704813474301231e-06	6.165988407941793e-06	4.3600122159732855e-06
AT3G54360	8466	33863	82	3770	0.021485411140583555	0.2875	46.54320987654321	1.64817525157944	10.7502401590347	1.827485380116959e-05	5.4106713932395575e-06	3.552145495879511e-05	2.460998589896103e-05
AT3G54380	8467	33867	68	2938	0.022804628999319263	0.19117647058823528	43.85074626865672	2.2149997317232204	14.151500320434598	0.0	0.0	1.099798893916541e-05	1.2955962875872488e-05
AT3G54440	8468	33871	139	8967	0.015389762462361994	0.2463768115942029	64.97826086956522	0.789764202824897	5.27987594604492	1.5318627450980392e-05	8.922367310520792e-06	2.8835063437139565e-05	2.038946889234566e-05
AT3G54450	8469	33875	82	3528	0.02295918367346939	0.0	43.55555555555555	2.4084733209381404	7.793695974349981	0.0	0.0	nan	nan
AT3G54460	8470	33879	122	5329	0.02270594858322387	0.371900826446281	44.04132231404959	2.06874269610616	26.2688999176025	2.4993550051599588e-05	1.6124871001031985e-06	3.8580246913580246e-05	1.3856515543276825e-05
AT3G54470	8471	33883	57	2278	0.024582967515364356	0.17857142857142858	40.67857142857142	2.56080719663742	10.0534499168396	0.0	0.0	0.0	0.0
AT3G54480	8472	33887	62	2806	0.021739130434782608	0.3770491803278688	46.0	1.46702722119434	5.17599205970764	2.0424836601307188e-05	6.4499484004127965e-06	2.042483660130719e-05	1.431915627361919e-05
AT3G54500	8473	33891	62	3614	0.016878804648588822	0.19672131147540983	59.24590163934426	1.31154494901498	5.244856119155879	0.0	0.0	0.00016169662309368192	6.09901717972798e-05
AT3G54510	8474	33895	81	3278	0.024405125076266018	0.037037037037037035	40.974999999999994	2.79444432821539	11.385577964782698	0.0	0.0	0.0	0.0
AT3G54540	8476	33903	74	3073	0.023755287992190042	0.5	42.0958904109589	1.10496272321325	2.63298006057739	1.766472354707649e-05	1.2490845807923468e-05	3.643349231584526e-05	1.2684513881244543e-05
AT3G54550	8477	33907	45	971	0.04531410916580844	0.024390243902439025	22.06818181818182	6.727456819443481	21.2998314857483	0.0	0.0	0.0	0.0
AT3G54560	8478	33911	36	1563	0.022392834293026232	0.08333333333333333	44.65714285714286	3.8245297822085296	6.90032815933228	0.0	0.0	0.0001906318082788671	9.433827927935061e-05
AT3G54610	8480	33919	99	4091	0.023955023221706184	0.05102040816326531	41.744897959183675	0.8501892130735309	3.21897397041321	0.0	0.0	0.0	0.0
AT3G54620	8481	33923	89	2589	0.03398995751255311	0.07865168539325842	29.420454545454543	1.7805349902808703	10.8163497924805	3.487167224613423e-06	4.107988228935179e-06	0.00018674136321195143	6.602304212759547e-05
AT3G54625	8482	33927	85	2180	0.03853211009174312	0.10714285714285714	25.952380952380953	2.95020767549674	5.12728791236877	3.540305010893246e-06	2.723311546840959e-06	5.673565722585331e-05	3.659339936591571e-05
AT3G54630	8483	33931	82	1904	0.04254201680672269	0.1111111111111111	23.50617283950617	2.9635377156734504	5.12728791236877	7.37563543936093e-06	5.67356572258533e-06	2.269426289034132e-05	2.723311546840959e-05
AT3G54640	8484	33935	55	2371	0.022775200337410376	0.10909090909090909	43.907407407407405	2.21519898438454	4.69692602157593	1.5839669201013738e-05	5.002000800320128e-06	2.3828976034858387e-05	2.8071252897723724e-05
AT3G54650	8485	33939	92	3320	0.027409638554216867	0.03260869565217391	36.48351648351648	1.67596897661686	4.103316116333009	1.6064478225747227e-06	1.8924440155768802e-06	8.850762527233116e-05	6.808278867102396e-05
AT3G54670	8487	33947	168	8514	0.019614752172891707	0.3592814371257485	50.982035928143716	0.896559807335773	8.33612198829651	1.5270905870136215e-05	2.159632219126953e-06	3.370098039215687e-05	1.0743282841816112e-05
AT3G54700	8488	33951	99	2575	0.03805825242718447	0.020833333333333332	26.27551020408163	3.65721279230985	11.021340084075902	6.735850368516201e-06	3.0419969406202197e-06	0.0	0.0
AT3G54710	8489	33955	44	2327	0.01847872797593468	0.13636363636363635	54.11627906976744	2.7045951462259503	5.28434801101685	6.987444100447197e-06	5.374957000343997e-06	2.3828976034858387e-05	2.8071252897723724e-05
AT3G54720	8490	33959	106	3119	0.033664636101314524	0.09615384615384616	29.704761904761906	2.00495778962747	4.68487992286682	0.0	0.0	7.761437908496732e-05	2.4509803921568633e-05
AT3G54740	8491	33963	56	2500	0.022	0.3888888888888889	45.45454545454546	1.74791832478607	3.92517590522766	1.8568033273915626e-06	3.7136066547831253e-06	3.793183940242763e-05	1.1174452704905906e-05
AT3G54750	8492	33967	80	4198	0.01881848499285374	0.4155844155844156	53.139240506329116	1.37816005182821	5.92871189117432	3.131808278867103e-05	9.301879780282864e-06	3.957312091503268e-05	1.0526719836646398e-05
AT3G54760	8493	33971	72	3347	0.021213026590976996	0.3472222222222222	47.14084507042253	1.41215197597231	4.682178163528441	5.649422889723265e-06	4.345709915171743e-06	2.2875816993464052e-05	1.1320593513522073e-05
AT3G54780	8495	33979	51	2727	0.018335166850018333	0.2549019607843137	54.540000000000006	2.73735331892967	6.05086402893066	3.6549707602339175e-05	7.447758890475048e-06	4.71342383107089e-06	9.42684766214178e-06
AT3G54790	8496	33983	79	3550	0.021971830985915493	0.38461538461538464	45.51282051282051	2.33845403671265	5.59823999404907	1.3616557734204793e-05	9.628360310274338e-06	4.153050108932462e-05	6.8082788671024006e-06
AT3G54810	8497	33987	51	2368	0.021114864864864864	0.0	47.36	1.98717958190224	6.74285387992859	0.0	0.0	nan	nan
AT3G54826	8498	33991	33	1266	0.02527646129541864	0.3939393939393939	39.5625	2.03342478483012	5.168495941162111	0.0	0.0	4.71342383107089e-05	3.610207796969601e-05
AT3G54830	8499	33995	55	3843	0.01405152224824356	0.17647058823529413	71.16666666666667	2.06777461946011	3.66896200180054	0.0	0.0	0.0	0.0
AT3G54840	8500	33999	44	2518	0.017077045274027005	0.29545454545454547	58.55813953488372	0.9132418694550339	3.46447806358337	1.844823951085811e-05	9.129510898001675e-06	4.3991955756661645e-05	2.1770372141388607e-05
AT3G54850	8501	34003	56	2563	0.02145922746781116	0.44642857142857145	46.6	1.21104927278227	3.43030200004578	0.0	0.0	5.473856209150327e-05	1.2336330776586196e-05
AT3G54860	8502	34007	109	5802	0.01861427094105481	0.2962962962962963	53.72222222222222	0.686545105253448	4.19547410011292	0.0	0.0	4.148794934640523e-05	1.2572581956949686e-05
AT3G54870	8503	34011	123	5946	0.020517995290951902	0.2926829268292683	48.73770491803278	1.11472828602118	4.573451948165889	0.0	0.0	1.872276688453159e-05	1.5096376515579693e-05
AT3G54890	8504	34015	44	1582	0.02718078381795196	0.0	36.7906976744186	2.40251371054088	4.90373601913452	0.0	0.0	nan	nan
AT3G54910	8505	34019	51	2763	0.018096272167933407	0.13725490196078433	55.26	3.01959133105619	7.75669403076172	1.6247029114676174e-05	4.642008318478906e-06	3.793183940242763e-05	2.9178338001867408e-05
AT3G54960	8506	34023	117	3532	0.03284258210645526	0.06086956521739131	30.448275862068968	1.29032203714325	2.9474919319152795	5.673565722585331e-07	1.1347131445170661e-06	1.7507002801120447e-05	3.5014005602240894e-05
AT3G54970	8507	34027	52	1986	0.0256797583081571	0.15384615384615385	38.94117647058823	3.25356229107554	5.6998040199279805	1.1605020796197267e-05	7.485013506664577e-06	0.0	0.0
AT3G54980	8508	34031	99	3722	0.026329930145083287	0.30303030303030304	37.9795918367347	1.09608630276308	2.93829002380371	1.2136497110921663e-05	2.4409785128455417e-06	3.26797385620915e-05	1.334144740077984e-05
AT3G55000	8510	34039	44	2200	0.019545454545454546	0.29545454545454547	51.16279069767442	1.6518303396142302	4.29235200881958	1.6471642420409026e-05	1.0623890138491662e-05	6.598793363499247e-05	1.885369532428356e-05
AT3G55005	8511	34043	57	2455	0.022810590631364563	0.19298245614035087	43.83928571428571	1.8095840562064698	4.32057800292969	1.3764563796533105e-05	6.216254617789144e-06	1.2997623291740938e-05	1.5311592489667486e-05
AT3G55010	8512	34047	63	2112	0.029356060606060608	0.19047619047619047	34.064516129032256	2.35568505253481	8.747453975677491	1.1213635781109831e-05	5.549310545844155e-06	2.7233115468409585e-05	1.9256720620548676e-05
AT3G55020	8513	34051	117	5905	0.01964436917866215	0.3418803418803419	50.90517241379311	0.773204160887536	2.62490396499634	7.161955691367457e-06	5.436163507957516e-06	1.4297385620915032e-05	1.6842751738634235e-05
AT3G55030	8514	34055	68	2014	0.03326713008937438	0.08823529411764706	30.05970149253731	1.84259360869263	7.00902395248413	1.1530149694286317e-05	3.294328484081805e-06	8.510348583877996e-05	5.4890099048873566e-05
AT3G55040	8515	34059	40	1736	0.022465437788018433	0.0	44.51282051282051	2.96607903161564	13.323445892334002	0.0	0.0	nan	nan
AT3G55050	8516	34063	63	2159	0.02871699861046781	0.3064516129032258	34.82258064516129	2.18423801023852	4.70341463685036	1.4249886000911993e-06	2.8499772001823985e-06	2.149982800137599e-05	1.4895517780950096e-05
AT3G55060	8517	34067	96	3940	0.024111675126903553	0.25263157894736843	41.473684210526315	2.01104179308528	5.72167801856995	2.0137162846359202e-06	2.372218554737216e-06	2.5531045751633985e-06	5.106209150326797e-06
AT3G55070	8518	34071	78	2976	0.025873655913978496	0.18181818181818182	38.649350649350644	1.23066477155875	6.678438067436219	2.269426289034132e-06	2.6734526569260684e-06	4.0849673202614376e-05	2.0215345559860846e-05
AT3G55080	8519	34075	89	4618	0.019055868341273277	0.16853932584269662	52.477272727272734	1.82103855522055	4.00592803955078	7.176293940999823e-06	5.520226108461403e-06	5.174291938997821e-05	1.633986928104575e-05
AT3G55110	8522	34087	129	2533	0.050532964863797866	0.007751937984496124	19.7890625	2.67949121512216	9.66723599433899	1.1169832516339868e-06	1.3158399795807995e-06	0.0	0.0
AT3G55130	8523	34091	142	2527	0.05579738820736051	0.014184397163120567	17.921985815602838	4.46449719195096	14.1018798828125	2.351060328208022e-06	1.6624507010545624e-06	0.0	0.0
AT3G55140	8524	34095	59	1809	0.032061912658927584	0.1016949152542373	31.189655172413794	1.80741546814506	5.08673810958862	0.0	0.0	0.0002144607843137255	9.057825909347813e-05
AT3G55160	8525	34099	169	7934	0.021174691202419965	0.6204819277108434	47.226190476190474	1.87854714356134	31.8358439445496	4.538852578068264e-06	5.346905313852137e-06	8.725172917063266e-06	1.5863950758296836e-06
AT3G55190	8526	34103	36	1957	0.01788451711803781	0.08571428571428572	55.91428571428572	2.01589060227076	3.93743796348572	0.0	0.0	0.0	0.0
AT3G55200	8527	34107	150	4814	0.03095139177399252	0.5426356589147286	32.308724832214764	3.3894151735305798	18.9344760894775	1.2116428492300876e-05	3.4618367120859648e-06	1.4589169000933706e-05	9.409731265521182e-06
AT3G55220	8528	34111	143	4410	0.03219954648526077	0.5702479338842975	31.056338028169012	2.5153052359035097	6.9123760223388695	1.3747486173956762e-05	3.927853192559075e-06	1.2136497110921663e-05	2.4409785128455417e-06
AT3G55260	8529	34115	94	3972	0.023413897280966767	0.18823529411764706	42.70967741935484	1.6347878339114	4.93893399238586	1.894477597802406e-05	3.3489948905302044e-06	5.361519607843137e-05	1.531862745098039e-05
