chromosome	gene_start	gene_end	gene_ID	start	end	segment_no	mean_h2az	max_h2az
CHR1	29472845	29474003	AT1G78340	29473693	29473756	4533	5.073620605	6.208617973
CHR1	29481869	29483009	AT1G78360	29482243	29482301	4534	2.880336976	3.017405987
CHR1	29504532	29507680	AT1G78420	29506293	29506435	4535	0.365067099	0.448016202
CHR1	29526861	29530669	AT1G78490	29526865	29527089	4536	1.346499763	1.652679825
CHR1	29526861	29530669	AT1G78490	29529997	29530099	4537	2.014282012	2.031326008
CHR1	29531467	29535204	AT1G78500	29532657	29533374	4538	2.211706096	2.649798012
CHR1	29531467	29535204	AT1G78500	29534459	29536645	4539	1.846202182	3.689823961
CHR1	29535060	29537482	AT1G78510	29534459	29536645	4540	1.846202182	3.689823961
CHR1	29540984	29544875	AT1G78540	29541503	29543721	4541	0.637742706	1.238474596
CHR1	29544902	29546518	AT1G78550	29545189	29545319	4542	1.957328427	2.074052024
CHR1	29546559	29548866	AT1G78560	29547089	29547801	4543	1.632227313	3.132844019
CHR1	29549540	29552438	AT1G78570	29551112	29551973	4544	1.42925353	2.662554026
CHR1	29552340	29560912	AT1G78580	29553390	29553479	4545	1.864765334	1.989982009
CHR1	29552340	29560912	AT1G78580	29554593	29554683	4546	1.512349184	1.77619679
CHR1	29552340	29560912	AT1G78580	29554846	29554955	4547	2.145471472	2.344853973
CHR1	29552340	29560912	AT1G78580	29555417	29555934	4548	3.608862383	6.106222057
CHR1	29564241	29566812	AT1G78590	29565209	29566066	4549	1.698396426	5.292986059
CHR1	29568961	29572572	AT1G78610	29569525	29570731	4550	0.833379597	1.300019407
CHR1	29573657	29575801	AT1G78620	29574759	29574783	4551	1.759959412	1.759959412
CHR1	29573657	29575801	AT1G78620	29574941	29574993	4552	2.368552017	2.420742011
CHR1	29582907	29585665	AT1G78650	29583647	29585295	4553	2.893526869	5.539652061
CHR1	29593756	29596308	AT1G78680	29594955	29595213	4554	1.247453048	1.336351824
CHR1	29596478	29598662	AT1G78690	29597859	29598135	4555	5.876416711	7.016308069
CHR1	29605457	29607678	AT1G78720	29606454	29606715	4556	15.01261617	22.47827969
CHR1	29607689	29609441	AT1G78730	29608673	29608835	4557	2.104246372	2.303313994
CHR1	29616919	29621447	AT1G78770	29618283	29620399	4558	0.601405268	1.049151814
CHR1	29616919	29621447	AT1G78770	29620931	29621857	4559	2.701185578	10.35969
CHR1	29621340	29623337	AT1G78780	29620931	29621857	4560	2.701185578	10.35969
CHR1	29623205	29625078	AT1G78790	29623523	29624031	4561	1.486918532	2.452925992
CHR1	29625587	29628024	AT1G78800	29626367	29626919	4562	0.469136676	0.697955
CHR1	29628234	29630578	AT1G78810	29629237	29629321	4563	2.565365458	2.679714596
CHR1	29652633	29655949	AT1G78880	29652892	29654634	4564	0.985420204	3.083678007
CHR1	29656430	29658634	AT1G78890	29657720	29657935	4565	0.260253356	0.295742595
CHR1	29660088	29665078	AT1G78900	29661287	29662251	4566	0.365528888	0.488212794
CHR1	29660088	29665078	AT1G78900	29663323	29663434	4567	0.204805751	0.222202396
CHR1	29665166	29667656	AT1G78910	29666769	29669681	4568	0.993643565	2.145996964
CHR1	29667565	29671341	AT1G78915	29666769	29669681	4569	0.993643565	2.145996964
CHR1	29668453	29668642	AT1G09837	29666769	29669681	4570	0.993643565	2.145996964
CHR1	29671413	29677537	AT1G78920	29672367	29676498	4571	0.866742847	4.002966046
CHR1	29671413	29677537	AT1G78920	29677018	29677290	4572	1.442778621	1.580593991
CHR1	29676755	29677815	AT1G78922	29677018	29677290	4573	1.442778621	1.580593991
CHR1	29677904	29680757	AT1G78930	29678382	29679743	4574	0.750820648	1.643640018
CHR1	29680782	29684180	AT1G78940	29681135	29682333	4575	1.27245402	2.078898025
CHR1	29684236	29688800	AT1G78950	29685196	29685247	4576	12.80595818	14.81788025
CHR1	29684236	29688800	AT1G78950	29685661	29686552	4577	5.309745479	11.22506409
CHR1	29684236	29688800	AT1G78950	29686967	29687031	4578	3.967134976	4.148293972
CHR1	29688906	29694255	AT1G78955	29689551	29692160	4579	1.806645913	9.389282131
CHR1	29696394	29701439	AT1G78960	29698117	29700213	4580	0.465790759	1.977996778
CHR1	29696394	29701439	AT1G78960	29700647	29700698	4581	0.858150393	0.87554639
CHR1	29703055	29708175	AT1G78970	29705791	29705867	4582	1.706736708	1.904934049
CHR1	29716350	29724748	AT1G79000	29716975	29723823	4583	0.594333446	3.115155518
CHR1	29724796	29727028	AT1G79010	29725233	29726075	4584	1.362020438	2.19147799
CHR1	29727044	29730593	AT1G79020	29727365	29727893	4585	0.805326773	1.132756424
CHR1	29727044	29730593	AT1G79020	29728639	29729667	4586	0.480549335	0.8343328
CHR1	29730642	29734444	AT1G79030	29731117	29732711	4587	0.582574101	1.222984231
CHR1	29736959	29740179	AT1G79050	29737779	29738993	4588	0.479123144	0.677225995
CHR1	29746972	29749085	AT1G79080	29747418	29747813	4589	1.407577088	2.222915161
CHR1	29749101	29753330	AT1G79090	29749666	29751869	4590	0.528898073	1.324717629
CHR1	29754536	29755988	AT1G79103	29754536	29754694	4591	1.837033197	2.524585593
CHR1	29772510	29778016	AT1G79150	29772795	29773742	4592	1.094081719	1.686093974
CHR1	29772510	29778016	AT1G79150	29775149	29775878	4593	0.740948193	1.133265805
CHR1	29788466	29794251	AT1G79190	29789241	29793955	4594	0.805138468	2.897608018
CHR1	29794373	29796114	AT1G79200	29795489	29795765	4595	0.559015799	0.915007198
CHR1	29796081	29798836	AT1G79210	29796376	29797572	4596	0.501935918	0.780985004
CHR1	29798851	29800571	AT1G79220	29799813	29799853	4597	5.479940033	6.184504032
CHR1	29800563	29804033	AT1G79230	29801751	29803243	4598	0.414945272	0.643675411
CHR1	29815470	29819678	AT1G79270	29817091	29818097	4599	0.888709834	1.159777999
CHR1	29815470	29819678	AT1G79270	29819207	29824315	4600	0.459180308	2.461539984
CHR1	29818970	29833016	AT1G79280	29819207	29824315	4601	0.459180308	2.461539984
CHR1	29818970	29833016	AT1G79280	29825090	29831685	4602	0.342595261	2.172839975
CHR1	29836644	29838140	AT1G79320	29837606	29837659	4603	4.67484675	4.733125949
CHR1	29842587	29844638	AT1G79340	29843728	29843745	4604	1.666348827	1.666348827
CHR1	29842587	29844638	AT1G79340	29843889	29843961	4605	1.333449252	1.401204789
CHR1	29844621	29853466	AT1G79350	29844858	29851368	4606	0.513033164	4.170716
CHR1	29860491	29863316	AT1G79380	29861839	29863451	4607	0.572540574	0.834167403
CHR1	29863225	29864330	AT1G79390	29861839	29863451	4608	0.572540574	0.834167403
CHR1	29864992	29867840	AT1G79400	29865577	29865611	4609	5.402049053	5.906156063
CHR1	29867854	29869784	AT1G79410	29868607	29868980	4610	2.508214411	4.370696092
CHR1	29882121	29887414	AT1G79440	29883183	29885120	4611	0.32188385	0.494478799
CHR1	29882121	29887414	AT1G79440	29885709	29886551	4612	0.372920586	0.5177874
CHR1	29887616	29890211	AT1G79450	29889043	29889143	4613	1.143343997	1.211755598
CHR1	29890367	29894646	AT1G79460	29892540	29893488	4614	0.903582047	1.164433205
CHR1	29900443	29903319	AT1G79490	29900443	29900447	4615	3.200732577	3.200732577
CHR1	29900443	29903319	AT1G79490	29901012	29902889	4616	2.861385582	25.35753994
CHR1	29903353	29906653	AT1G79500	29904751	29905529	4617	1.441440809	2.87376399
CHR1	29906697	29909441	AT1G09863	29907980	29908162	4618	0.37079676	0.422738001
CHR1	29908013	29909988	AT1G79510	29907980	29908162	4619	0.37079676	0.422738001
CHR1	29915662	29916410	AT1G79529	29916333	29917617	4620	0.342977957	0.542775393
CHR1	29915902	29919408	AT1G79530	29916333	29917617	4621	0.342977957	0.542775393
CHR1	29919975	29923124	AT1G79540	29920387	29922023	4622	0.953142493	2.792159963
CHR1	29924023	29926636	AT1G79550	29924389	29924486	4623	0.761963997	1.484089398
CHR1	29924023	29926636	AT1G79550	29925363	29925665	4624	0.61429699	0.709783387
CHR1	29926624	29932585	AT1G79560	29927713	29932367	4625	0.526819907	1.735750031
CHR1	29932578	29938856	AT1G79570	29933183	29937458	4626	0.545242033	1.795332754
CHR1	29946185	29948807	AT1G79590	29947217	29948001	4627	0.747307119	2.182790017
CHR1	29949910	29952726	AT1G79600	29950151	29951529	4628	1.380956959	11.01208003
CHR1	29952873	29957201	AT1G79610	29953669	29956274	4629	0.606402421	2.400735974
CHR1	29957390	29962323	AT1G79620	29958347	29958415	4630	1.941092682	2.38712604
CHR1	29962645	29965795	AT1G79630	29963297	29963565	4631	2.931312118	4.440889931
CHR1	29962645	29965795	AT1G79630	29963939	29964259	4632	1.135695569	1.490309358
CHR1	29966313	29971640	AT1G79640	29968757	29969141	4633	4.99149304	9.290904093
CHR1	29966313	29971640	AT1G79640	29970039	29970599	4634	3.363165534	4.972312069
CHR1	29971989	29975359	AT1G79650	29972990	29974348	4635	0.58953477	1.100552392
CHR1	29976725	29979356	AT1G79670	29977329	29977900	4636	2.041579891	3.95773406
CHR1	29985046	29990388	AT1G79690	29987071	29988977	4637	0.380352557	0.631498206
CHR1	29985046	29990388	AT1G79690	29989759	29989901	4638	0.523348526	0.594094789
CHR1	29994962	29997201	AT1G79710	29996714	29997905	4639	0.513810323	1.139254773
CHR1	29997127	29999045	AT1G79720	29996714	29997905	4640	0.513810323	1.139254773
CHR1	30000538	30004083	AT1G79730	30000556	30002877	4641	0.611514796	2.162819982
CHR1	30004057	30007190	AT1G79740	30004861	30005393	4642	0.696818099	1.013355595
CHR1	30007288	30011690	AT1G79750	30007892	30008065	4643	1.547185364	1.740983987
CHR1	30007288	30011690	AT1G79750	30008558	30009833	4644	0.614678569	1.441670173
CHR1	30019744	30022486	AT1G79810	30020931	30022187	4645	0.331030982	0.673752785
CHR1	30021177	30021681	AT1G09917	30020931	30022187	4646	0.331030982	0.673752785
CHR1	30022260	30027634	AT1G79820	30022900	30026069	4647	0.913228979	2.126737952
CHR1	30027569	30033907	AT1G79830	30028450	30032752	4648	0.341583891	0.869830582
CHR1	30036956	30041440	AT1G79840	30038904	30038953	4649	1.023501605	1.060974205
CHR1	30036956	30041440	AT1G79840	30039751	30040712	4650	0.953111632	1.350071013
CHR1	30048519	30052203	AT1G79890	30049967	30051684	4651	1.438329841	2.683260381
CHR1	30059302	30062824	AT1G79920	30059302	30061723	4652	0.577205792	2.026708007
CHR1	30063448	30067589	AT1G79930	30063885	30066764	4653	0.595984691	2.656015816
CHR1	30069519	30073440	AT1G79940	30070807	30072875	4654	0.546328705	1.168079591
CHR1	30073524	30080778	AT1G79950	30074173	30074189	4655	2.519130576	2.519130576
CHR1	30073524	30080778	AT1G79950	30075048	30080338	4656	0.4641999	1.049174595
CHR1	30084114	30085601	AT1G79985	30085010	30085283	4657	2.414966716	3.48889401
CHR1	30085750	30092239	AT1G79990	30087094	30091614	4658	0.431603547	2.228509998
CHR1	30092807	30097323	AT1G80000	30094089	30096549	4659	0.567901393	1.373837197
CHR1	30097336	30100045	AT1G80010	30098145	30099673	4660	0.921170036	2.779291189
CHR1	30104830	30109087	AT1G80030	30105253	30107677	4661	0.736509429	1.663117161
CHR1	30109059	30111284	AT1G80040	30109720	30109792	4662	0.403441399	0.444634199
CHR1	30114449	30117645	AT1G80060	30116341	30116850	4663	1.282696791	1.687757993
CHR1	30117847	30127811	AT1G80070	30119451	30126823	4664	0.500504778	2.038015819
CHR1	30135024	30136956	AT1G80110	30136559	30136688	4665	2.098961405	2.954230022
CHR1	30148330	30150556	AT1G80150	30149443	30149679	4666	0.617074033	0.759653008
CHR1	30153213	30155894	AT1G80170	30153954	30154577	4667	0.998997409	1.367873406
CHR1	30158923	30161829	AT1G80190	30160117	30160411	4668	2.930893714	3.568296003
CHR1	30158923	30161829	AT1G80190	30160863	30160967	4669	1.32101295	1.393871617
CHR1	30161852	30162999	AT1G80200	30162490	30162999	4670	1.662416456	2.249762011
CHR1	30163129	30165755	AT1G80210	30163129	30163938	4671	0.429646013	0.733143604
CHR1	30163129	30165755	AT1G80210	30164479	30164751	4672	2.103713048	2.484238076
CHR1	30169456	30171334	AT1G80230	30170947	30171011	4673	1.79044466	2.248556018
CHR1	30175642	30180745	AT1G80260	30176731	30180145	4674	0.391730537	0.905495185
CHR1	30180907	30183561	AT1G80270	30182329	30183016	4675	1.834285614	3.33362999
CHR1	30183535	30186716	AT1G80280	30184009	30184358	4676	7.68156147	10.76309385
CHR1	30191538	30194605	AT1G80300	30193423	30194235	4677	0.866304959	1.393419784
CHR1	30194605	30198071	AT1G80325	30196147	30196203	4678	0.578156271	0.607760805
CHR1	30194618	30196554	AT1G80310	30196147	30196203	4679	0.578156271	0.607760805
CHR1	30205314	30208268	AT1G80350	30205607	30207456	4680	0.660407092	1.321810195
CHR1	30208408	30211592	AT1G80360	30208814	30209027	4681	0.894230251	1.46942842
CHR1	30208408	30211592	AT1G80360	30209545	30209622	4682	1.388304339	1.539602411
CHR1	30213705	30217102	AT1G80370	30215183	30215260	4683	2.167369986	2.365689993
CHR1	30225176	30227575	AT1G80400	30226531	30227079	4684	0.740905555	1.067521423
CHR1	30227485	30235087	AT1G80410	30227939	30231923	4685	0.327181667	0.668031389
CHR1	30227485	30235087	AT1G80410	30233233	30234225	4686	0.476112168	1.000307393
CHR1	30228005	30228447	AT1G09963	30227939	30231923	4687	0.327181667	0.668031389
CHR1	30235164	30238535	AT1G80420	30235897	30235924	4688	0.888057297	0.9576442
CHR1	30246683	30249337	AT1G80460	30247799	30248331	4689	3.081560818	4.020483971
CHR1	30256065	30258032	AT1G80470	30256659	30256687	4690	9.56617794	9.56617794
CHR1	30256065	30258032	AT1G80470	30257122	30257197	4691	2.852426076	3.056836057
CHR1	30258005	30260732	AT1G80480	30258463	30259627	4692	0.88128283	3.12105999
CHR1	30260818	30267125	AT1G80490	30261251	30265691	4693	0.865229478	4.410043955
CHR1	30277909	30280359	AT1G80530	30278355	30279273	4694	1.639719486	3.813454056
CHR1	30284890	30286798	AT1G80550	30285501	30285958	4695	0.910439635	1.158545399
CHR1	30287763	30290299	AT1G80560	30289031	30289091	4696	1.30640021	1.53908
CHR1	30287763	30290299	AT1G80560	30289437	30289930	4697	1.1740696	2.079393983
CHR1	30290325	30292420	AT1G80570	30290978	30291321	4698	2.570840979	4.344519949
CHR1	30298462	30300658	AT1G80600	30298700	30299660	4699	0.65326188	1.630934811
CHR1	30300714	30304428	AT1G80610	30301457	30301553	4700	1.246470126	1.315187395
CHR1	30308696	30310667	AT1G80630	30309161	30309488	4701	0.610803975	0.746813607
CHR1	30311527	30314450	AT1G80640	30312983	30313135	4702	3.158763468	3.45907197
CHR1	30315964	30320197	AT1G80660	30318313	30318392	4703	6.491876888	6.783891869
CHR1	30315964	30320197	AT1G80660	30318851	30319501	4704	14.88713756	27.14720001
CHR1	30320525	30323902	AT1G80670	30321164	30322546	4705	1.10829956	4.649250031
CHR1	30323882	30328880	AT1G80680	30325019	30328253	4706	0.393475272	0.936982995
CHR1	30333423	30335940	AT1G80710	30333689	30334849	4707	3.559648855	10.95396404
CHR1	30336097	30337716	AT1G80720	30337228	30337716	4708	3.07799105	4.566618013
CHR1	30342394	30347048	AT1G80740	30346328	30346379	4709	2.265458035	2.290762019
CHR1	30342394	30347048	AT1G80740	30346516	30346780	4710	6.84598186	10.10382376
CHR1	30348670	30350564	AT1G80750	30349947	30350472	4711	0.909564509	1.423043597
CHR1	30355025	30357988	AT1G80770	30356439	30356487	4712	0.579829794	0.581917393
CHR1	30359649	30363427	AT1G80790	30360587	30362614	4713	0.576936538	1.215430206
CHR1	30364946	30369154	AT1G80810	30366913	30367027	4714	1.300400352	1.420790422
CHR1	30383561	30385499	AT1G80840	30384794	30385271	4715	4.920557615	8.179898071
CHR1	30385449	30387602	AT1G80850	30385751	30386509	4716	1.174723706	3.086038232
CHR1	30394651	30397007	AT1G80880	30395905	30395955	4717	2.786654985	3.086285973
CHR1	30398150	30400399	AT1G80900	30398572	30398661	4718	1.496112104	1.80925225
CHR1	30400631	30403726	AT1G80910	30402098	30403149	4719	0.813486448	1.424783993
CHR1	30405339	30409768	AT1G80930	30406393	30408001	4720	0.330981003	0.469419599
CHR1	30405339	30409768	AT1G80930	30408752	30408873	4721	0.747800076	0.800246406
CHR1	30412149	30415264	AT1G80950	30412639	30413379	4722	0.36168132	0.576408204
CHR1	30415123	30419047	AT1G80960	30416731	30416757	4723	2.409681946	2.514061844
CHR1	30420102	30421995	AT1G80970	30421617	30421727	4724	1.429424024	1.429424024
CHR2	73208	75509	AT2G01060	73513	74319	4725	0.441292373	1.184214389
CHR2	81436	83290	AT2G01100	82346	83067	4726	0.362539132	0.604293191
CHR2	83260	85258	AT2G01110	84333	84406	4727	2.741460045	3.136612058
CHR2	85401	88399	AT2G01120	86533	87659	4728	1.213007364	1.647212005
CHR2	88320	94753	AT2G01130	88547	93690	4729	0.367421084	1.243293405
CHR2	102156	104574	AT2G01170	102852	103073	4730	3.146741166	3.217085981
CHR2	114926	117750	AT2G01190	116418	117203	4731	0.490696277	1.179211617
CHR2	117969	120095	AT2G01200	119073	119821	4732	2.571581014	3.797274065
CHR2	119270	121980	AT2G01210	119073	119821	4733	2.571581014	3.797274065
CHR2	123023	126611	AT2G01220	123799	125633	4734	0.568274784	2.26756804
CHR2	139309	142560	AT2G01270	140149	141965	4735	0.715134279	2.748669314
CHR2	142498	144524	AT2G01275	142920	142977	4736	1.368400934	1.77834605
CHR2	142498	144524	AT2G01275	144167	144309	4737	2.51711098	2.774555945
CHR2	145676	149394	AT2G01280	146345	147025	4738	2.127260146	2.790246058
CHR2	145676	149394	AT2G01280	147589	148135	4739	4.159550158	6.145654011
CHR2	154097	158204	AT2G01320	154445	157548	4740	3.516174428	14.18607998
CHR2	158183	160870	AT2G01330	158609	159437	4741	3.287766778	5.626650047
CHR2	165141	167259	AT2G01350	165302	166279	4742	0.504875266	0.895098794
CHR2	168631	169642	AT2G01370	168723	169488	4743	3.675630221	6.362094021
CHR2	172176	174137	AT2G01390	173601	173835	4744	4.027642393	5.520670033
CHR2	174168	175617	AT2G01400	175405	175687	4745	0.876500972	0.956017601
CHR2	175040	176407	AT2G01410	175405	175687	4746	0.876500972	0.956017601
CHR2	175202	176330	AT2G03975	175405	175687	4747	0.876500972	0.956017601
CHR2	193164	199280	AT2G01440	194105	198422	4748	0.48225756	0.939418983
CHR2	199491	203126	AT2G01450	200045	201137	4749	1.834817234	3.979480052
CHR2	205775	211963	AT2G01460	206904	211439	4750	0.398915181	2.066720033
CHR2	211913	214473	AT2G01470	212576	213499	4751	0.893000304	2.50511601
CHR2	216605	221002	AT2G01480	217901	220547	4752	0.4490742	1.579227984
CHR2	221013	223809	AT2G01490	222655	223065	4753	0.372474155	0.443511397
CHR2	229567	232540	AT2G01510	231550	231915	4754	2.161304866	2.933915949
CHR2	250245	251806	AT2G01560	250360	250667	4755	1.674250279	2.126738
CHR2	265022	265948	AT2G01580	265343	265397	4756	3.632946026	3.860494041
CHR2	268714	272676	AT2G01600	269817	271847	4757	0.391504916	1.048727596
CHR2	278124	279296	AT2G01620	279069	279184	4758	1.190316035	1.62571435
CHR2	279282	282123	AT2G01630	279785	280713	4759	0.852298234	1.954221988
CHR2	284509	286529	AT2G01650	284913	285377	4760	0.629786761	0.877781618
CHR2	289115	289752	AT2G04085	289115	289480	4761	11.74918262	18.53089237
CHR2	306251	309267	AT2G01680	307059	308423	4762	1.496274447	8.92446804
CHR2	308693	313805	AT2G01690	309310	312727	4763	0.274612094	0.574164188
CHR2	317030	320308	AT2G01720	317827	319327	4764	0.281284764	0.623296398
CHR2	320433	323963	AT2G01730	321781	323963	4765	1.719672503	5.31607604
CHR2	324365	326094	AT2G01735	325435	325541	4766	0.973892474	1.00239321
CHR2	326136	327875	AT2G01740	326267	327447	4767	1.024604419	2.61438396
CHR2	328025	332872	AT2G01750	329883	332115	4768	0.702616826	1.553290206
CHR2	332902	334760	AT2G01760	333737	333823	4769	1.979651364	2.082450032
CHR2	332902	334760	AT2G01760	333975	333995	4770	1.922962022	1.922962022
CHR2	341322	342480	AT2G01790	341322	341433	4771	1.73630782	2.000768018
