segment_no	gene_ID	chromosome	gene_start	gene_end	start	end	mean_h2az	max_h2az
2252	AT1G65960	1	24551807	24557730	24556352	24557150	0.917954875	2.348550081
2253	AT1G65980	1	24559253	24560980	24559547	24560080	0.727700335	2.087599993
2254	AT1G66070	1	24595774	24598631	24596406	24597611	0.425391654	0.913322985
2255	AT1G66090	1	24602033	24604763	24603302	24603494	0.260949492	0.521898985
2256	AT1G66120	1	24612620	24614805	24613752	24613850	0.950638026	1.105200052
2257	AT1G66140	1	24619830	24622117	24620177	24620439	0.3958715	0.614360988
2258	AT1G66260	1	24695637	24698914	24695878	24697500	0.331637664	0.782848001
2259	AT1G66330	1	24729629	24732575	24730152	24731692	0.354843917	1.043799996
2260	AT1G66340	1	24734162	24737756	24734802	24737400	0.4873744	2.609489918
2261	AT1G66345	1	24737719	24739353	24738652	24739100	0.843127443	1.333739996
2262	AT1G66430	1	24778257	24780742	24779652	24780050	1.055450253	1.525550008
2263	AT1G66510	1	24812793	24816620	24813452	24816558	0.328002535	1.304749966
2264	AT1G66520	1	24816128	24818744	24816380	24817850	0.610202266	1.391729951
2265	AT1G66530	1	24818911	24822410	24819352	24821479	0.790407346	2.609489918
2266	AT1G66570	1	24835244	24837441	24836078	24836150	0.871621013	0.991608024
2267	AT1G66580	1	24839090	24840806	24840064	24840200	0.927288651	1.109040022
2268	AT1G66640	1	24857438	24859011	24857502	24857600	0.782848507	0.848085999
2269	AT1G66660	1	24861876	24863426	24862263	24862350	0.743126512	0.797345996
2270	AT1G66670	1	24863734	24865848	24864302	24864900	0.74640967	1.565700054
2271	AT1G66680	1	24866095	24869087	24866602	24868300	0.388523438	0.835038006
2272	AT1G66730	1	24884681	24892046	24885652	24891250	0.532326989	3.218379974
2273	AT1G66740	1	24892340	24893876	24893227	24893381	0.323287498	0.43491599
2274	AT1G66750	1	24894523	24897259	24895452	24896750	0.604647117	0.967687011
2275	AT1G66880	1	24946928	24955694	24954602	24954700	0.79281348	0.816160977
2276	AT1G66900	1	24959250	24961616	24960403	24961257	0.404798111	0.82012701
2277	AT1G67060	1	25036502	25039439	25037694	25039100	0.508562926	1.242619991
2278	AT1G67120	1	25069428	25095638	25070552	25095027	0.348329313	6.784689903
2279	AT1G67140	1	25100848	25117531	25101108	25116750	0.278304039	1.565700054
2280	AT1G67150	1	25122404	25125025	25123830	25123900	0.835039496	1.043799996
2281	AT1G67170	1	25127173	25129464	25128252	25129138	0.819024276	2.261559963
2282	AT1G67190	1	25132498	25134470	25133202	25133950	0.894062663	1.61789
2283	AT1G67210	1	25140815	25144049	25142002	25143786	0.580616189	1.200369954
2284	AT1G67220	1	25145587	25150558	25146452	25146700	0.986636758	1.217759967
2285	AT1G67230	1	25151211	25156389	25151567	25155265	0.31710979	1.304749966
2286	AT1G67280	1	25188238	25190694	25188621	25190050	0.670473271	1.768659949
2287	AT1G67290	1	25190921	25193240	25191911	25192100	0.873406261	1.064210057
2288	AT1G67300	1	25193704	25197158	25193894	25195928	0.440513322	1.565700054
2289	AT1G67310	1	25198182	25203126	25198226	25202218	0.383140929	1.42335999
2290	AT1G67320	1	25205279	25209101	25205902	25208200	0.809505823	1.957119942
2291	AT1G67325	1	25209394	25213253	25209721	25211888	0.644030003	3.340150118
2292	AT1G67410	1	25251166	25253682	25251417	25252131	1.193567135	3.548909903
2293	AT1G67420	1	25255155	25260590	25256752	25260100	0.587090816	2.696480036
2294	AT1G67430	1	25262134	25263857	25263152	25263341	0.674119249	0.782848001
2295	AT1G67440	1	25263757	25265861	25264362	25264818	0.6805062	1.015329957
2296	AT1G67450	1	25266163	25267359	25266188	25266600	0.790097045	1.739660025
2297	AT1G67480	1	25276183	25278780	25277552	25278503	0.857386343	4.871059895
2298	AT1G67490	1	25280410	25286749	25280902	25285739	0.367933522	2.261559963
2299	AT1G67500	1	25287356	25296988	25287771	25295954	0.383496028	1.565700054
2300	AT1G67530	1	25307617	25311308	25308734	25311200	0.79404621	3.578739882
2301	AT1G67550	1	25312660	25317495	25313954	25316892	0.530291663	4.349160194
2302	AT1G67580	1	25327282	25331461	25327552	25330700	0.478964739	1.478710055
2303	AT1G67635	1	25349342	25350384	25349350	25349650	0.720524562	1.304749966
2304	AT1G67650	1	25359612	25362444	25360002	25361300	0.997963388	4.958040237
2305	AT1G67660	1	25363502	25365314	25364302	25365058	1.075558318	2.941610098
2306	AT1G67680	1	25365756	25368834	25366082	25367750	0.706867822	3.131390095
2307	AT1G67690	1	25368874	25373977	25369752	25373711	0.47673495	2.087599993
2308	AT1G67720	1	25386131	25391258	25389102	25389900	0.98491887	2.435529947
2309	AT1G67730	1	25391338	25393889	25392818	25393250	0.467251332	0.739356995
2310	AT1G67780	1	25412666	25415797	25414902	25415728	1.120901895	2.870440006
2311	AT1G67785	1	25415771	25417222	25415848	25416164	0.383114129	0.60888201
2312	AT1G67790	1	25417542	25420099	25418302	25419800	0.401519003	1.164240003
2313	AT1G67800	1	25420646	25423731	25420904	25422600	1.019616851	3.653290033
2314	AT1G67840	1	25434027	25437096	25435202	25436884	0.670404998	2.479020119
2315	AT1G67850	1	25437900	25442221	25439252	25441299	0.930538342	2.162149906
2316	AT1G67865	1	25445994	25447622	25446479	25446532	1.116949975	1.144469976
2317	AT1G67870	1	25449222	25451051	25450674	25450907	0.428595339	0.578490019
2318	AT1G67880	1	25453823	25455823	25454402	25454700	0.776070664	1.043799996
2319	AT1G67890	1	25457033	25462847	25457952	25462616	0.473625809	1.983219981
2320	AT1G67900	1	25464376	25470189	25468452	25469200	1.070798006	3.653290033
2321	AT1G67930	1	25474140	25477545	25475302	25476427	0.503463131	1.148180008
2322	AT1G67950	1	25478713	25480580	25478811	25479600	0.860959815	1.565700054
2323	AT1G67960	1	25480652	25484396	25480902	25483378	0.499621417	1.435220003
2324	AT1G67970	1	25484449	25486512	25485066	25485707	0.736619219	1.156640053
2325	AT1G68000	1	25490911	25493077	25492060	25492825	0.386365775	1.565700054
2326	AT1G68020	1	25496928	25500584	25498552	25500507	0.9476446	3.218379974
2327	AT1G68030	1	25500378	25501803	25500432	25500750	0.660894717	1.043799996
2328	AT1G68050	1	25508639	25510907	25509764	25510688	0.700219471	2.448909998
2329	AT1G68060	1	25510887	25514601	25511420	25513388	0.430802664	1.826650023
2330	AT1G68070	1	25515232	25517061	25515752	25515910	0.956214517	1.491140008
2331	AT1G68080	1	25517411	25519653	25518252	25519650	0.895554775	2.609489918
2332	AT1G68090	1	25519305	25520895	25519447	25519650	0.866103983	1.391729951
2333	AT1G68100	1	25521100	25524250	25522104	25523888	0.568453715	1.670079947
2334	AT1G68140	1	25538924	25541823	25539552	25540664	0.577413	1.043799996
2335	AT1G68160	1	25545758	25548894	25545889	25547537	0.468591938	1.043799996
2336	AT1G68185	1	25556383	25558533	25557102	25558276	0.640541705	2.609489918
2337	AT1G68210	1	25565983	25569302	25566057	25566750	0.325698572	1.391729951
2338	AT1G68290	1	25596671	25598438	25597176	25598366	0.423206638	1.043799996
2339	AT1G68300	1	25598331	25599350	25598359	25598670	0.565702711	0.736797988
2340	AT1G68310	1	25599465	25601467	25600402	25601201	0.520849685	1.174270034
2341	AT1G68370	1	25631689	25634780	25631926	25634050	0.494902302	3.131390095
2342	AT1G68400	1	25646039	25649254	25646902	25647026	0.877590319	1.088529944
2343	AT1G68410	1	25649624	25653019	25650552	25651819	1.136867539	5.740890026
2344	AT1G68530	1	25712414	25715024	25713702	25714050	0.949101159	1.429010034
2345	AT1G68580	1	25752624	25756113	25753844	25755786	0.323902893	0.869831026
2346	AT1G68650	1	25775731	25777910	25776613	25777771	0.735697709	1.696169972
2347	AT1G68690	1	25788305	25792324	25790107	25791985	0.413576236	1.217759967
2348	AT1G68710	1	25793207	25799061	25793343	25797420	0.402480348	1.217759967
2349	AT1G68720	1	25804392	25809031	25805156	25808400	0.526320278	3.653290033
2350	AT1G68723	1	25809246	25809811	25809413	25809807	0.127167221	0.184900999
2351	AT1G68725	1	25809298	25810130	25809413	25809948	0.126274999	0.184900999
2352	AT1G68790	1	25834686	25839541	25835100	25838368	0.341448932	1.174270034
2353	AT1G68820	1	25865471	25869029	25866806	25868650	0.407066728	1.435220003
2354	AT1G68830	1	25872412	25875662	25872952	25874700	0.694242715	1.609189987
2355	AT1G68870	1	25889074	25889734	25889164	25889535	0.331793377	0.447342008
2356	AT1G68910	1	25908046	25911277	25908533	25910550	0.341960363	1.565700054
2357	AT1G68920	1	25914976	25918007	25915852	25917410	0.753005126	1.369979978
2358	AT1G68930	1	25918066	25921034	25918952	25920968	0.982600677	5.532129765
2359	AT1G68940	1	25921453	25926075	25922544	25924500	0.708302649	2.087599993
2360	AT1G68935	1	25921525	25923094	25922544	25923081	0.6125695	1.826650023
2361	AT1G68980	1	25932955	25935030	25933752	25934869	0.619991523	1.013100028
2362	AT1G68990	1	25934997	25940996	25935452	25940200	0.569744987	3.000920057
2363	AT1G69010	1	25941629	25944265	25942526	25943850	0.507293295	1.200369954
2364	AT1G69020	1	25943886	25947211	25944802	25946000	1.185154803	2.609489918
2365	AT1G69030	1	25947236	25949340	25947726	25948451	0.664402395	2.087599993
2366	AT1G69060	1	25964319	25967450	25965102	25966994	0.473625818	2.087599993
2367	AT1G69070	1	25967312	25971542	25967587	25970652	0.491797348	2.413779974
2368	AT1G69170	1	26005068	26007368	26005962	26007075	0.48019226	0.927820027
2369	AT1G69200	1	26016024	26018365	26017352	26018230	0.741660509	1.565700054
2370	AT1G69220	1	26020089	26026285	26020902	26025002	0.353699692	1.983219981
2371	AT1G69250	1	26032637	26035515	26033854	26035150	0.56754396	1.435220003
2372	AT1G69270	1	26040689	26042741	26041452	26041699	0.937677979	1.391729951
2373	AT1G69280	1	26045158	26048190	26046002	26048053	0.861347779	2.087599993
2374	AT1G69290	1	26047372	26049348	26047480	26048564	0.445612479	0.747584999
2375	AT1G69295	1	26050143	26052721	26050502	26050781	0.520232504	0.691347003
2376	AT1G69325	1	26063187	26063877	26063645	26063796	0.740695499	1.043799996
2377	AT1G69330	1	26063662	26065518	26063795	26064686	0.635198204	2.435529947
2378	AT1G69340	1	26065698	26069843	26066352	26069448	0.485807439	3.914239883
2379	AT1G69360	1	26072284	26076374	26072652	26075184	0.650179269	4.175189972
2380	AT1G69370	1	26079956	26081727	26081302	26081634	0.570775419	1.043799996
2381	AT1G69380	1	26081566	26083606	26081606	26082400	0.895496685	2.087599993
2382	AT1G69390	1	26084562	26086512	26085262	26086264	0.531837148	1.461320043
2383	AT1G69420	1	26093026	26097167	26094514	26096500	0.836799191	3.966429949
2384	AT1G69440	1	26101407	26105328	26102802	26103100	0.858785987	1.267470002
2385	AT1G69450	1	26106790	26110357	26107553	26109391	0.678508432	2.087599993
2386	AT1G69510	1	26126304	26128068	26127402	26127600	0.70999974	0.978559971
2387	AT1G69550	1	26148021	26153600	26151402	26151500	1.000307471	1.304749966
2388	AT1G69588	1	26178042	26178925	26178188	26178450	0.76835151	1.652680039
2389	AT1G69640	1	26193618	26195726	26193938	26194692	1.161953878	1.755480051
2390	AT1G69670	1	26201986	26204795	26202172	26203869	0.65339583	3.392339945
2391	AT1G69680	1	26204805	26206991	26205785	26206897	0.730622522	1.565700054
2392	AT1G69740	1	26231620	26235043	26232450	26234450	0.695736267	1.983219981
2393	AT1G69790	1	26266592	26269013	26267902	26268200	0.993057827	1.435220003
2394	AT1G69800	1	26274195	26276336	26274440	26275073	0.641449346	1.369979978
2395	AT1G69850	1	26296540	26300684	26297202	26297936	0.856266124	1.192909956
2396	AT1G69960	1	26348721	26350697	26348917	26349729	1.148540699	5.088510036
2397	AT1G69980	1	26355874	26357731	26356302	26356906	0.707187228	1.333739996
2398	AT1G70060	1	26383216	26389916	26384202	26389761	0.353180099	3.235769987
2399	AT1G70070	1	26390016	26394196	26390052	26392850	0.856576692	4.592710018
2400	AT1G70140	1	26412500	26415258	26412733	26412800	0.945607007	1.075430036
2401	AT1G70160	1	26419894	26422531	26420917	26422200	0.938409311	2.296360016
2402	AT1G70180	1	26426269	26429409	26427243	26429211	0.491225391	1.826650023
2403	AT1G70190	1	26430498	26432270	26431650	26431800	1.017701991	1.739660025
2404	AT1G70200	1	26432297	26434538	26432550	26433325	0.840008117	1.304749966
2405	AT1G70250	1	26452847	26456305	26455284	26455495	0.957447803	1.356940031
2406	AT1G70290	1	26470795	26474833	26471602	26473410	0.681923428	2.348550081
2407	AT1G70300	1	26477743	26481630	26478180	26479878	0.48332814	1.50770998
2408	AT1G70310	1	26485238	26487595	26485752	26486247	0.880767199	2.087599993
2409	AT1G70320	1	26488454	26501652	26488940	26500962	0.44849217	3.305360079
2410	AT1G70330	1	26502909	26504619	26503852	26504537	0.976643719	2.319550037
2411	AT1G70340	1	26503961	26506672	26504023	26505400	0.940672395	2.45291996
2412	AT1G70460	1	26555705	26559322	26556780	26556900	1.079518318	1.519649982
2413	AT1G70480	1	26561716	26563952	26563402	26563526	0.351277997	0.427008003
2414	AT1G70490	1	26563718	26565865	26564552	26564867	0.645353558	1.957119942
2415	AT1G70520	1	26584729	26587628	26585059	26586199	0.683991254	2.087599993
2416	AT1G70530	1	26588391	26591776	26589102	26590404	0.515443628	1.043799996
2417	AT1G70570	1	26608600	26612349	26609552	26611550	0.424208481	1.565700054
2418	AT1G70590	1	26618099	26620421	26619369	26620052	0.655025935	1.565700054
2419	AT1G70610	1	26621899	26626508	26622852	26626323	0.691750486	4.697090149
2420	AT1G70620	1	26626528	26631104	26627652	26630805	0.426396997	2.385819912
2421	AT1G70630	1	26631112	26634259	26632252	26633700	0.60681631	1.217759967
2422	AT1G70730	1	26668646	26673166	26669402	26671701	0.520370633	3.027009964
2423	AT1G70740	1	26673563	26676042	26674002	26674750	1.160843194	2.783459902
2424	AT1G70760	1	26687202	26688384	26687644	26688196	0.650382496	0.978559971
2425	AT1G70770	1	26687798	26691281	26687918	26690168	0.416894264	1.565700054
2426	AT1G70900	1	26731782	26734022	26732577	26733350	0.635039994	1.043799996
2427	AT1G70960	1	26756253	26757362	26756652	26757322	0.560402922	0.869831026
2428	AT1G71010	1	26782048	26788973	26783302	26788500	0.85902254	7.306580067
2429	AT1G71020	1	26790549	26793319	26791852	26792300	0.807010995	1.192909956
2430	AT1G71070	1	26807183	26809520	26807502	26807650	0.476380666	0.536496997
2431	AT1G71080	1	26809720	26811848	26810602	26810680	0.880705506	1.043799996
2432	AT1G71090	1	26812156	26814173	26813102	26813750	0.753039296	1.640249968
2433	AT1G71120	1	26821072	26822487	26821163	26821350	0.752997249	0.782848001
2434	AT1G71180	1	26832267	26833709	26833534	26833654	0.915696733	1.670079947
2435	AT1G71190	1	26833406	26835060	26833534	26834214	1.167595339	7.306580067
2436	AT1G71200	1	26835200	26837991	26836796	26836822	0.913323998	1.043799996
2437	AT1G71210	1	26838289	26841507	26838911	26840700	1.059451859	7.306580067
2438	AT1G71220	1	26841550	26851959	26842402	26851585	0.307560521	1.304749966
2439	AT1G71230	1	26852406	26854419	26853684	26854029	0.528135743	1.043799996
2440	AT1G71240	1	26855331	26859844	26856166	26859632	0.49153939	2.21807003
2441	AT1G71250	1	26860110	26861726	26861352	26861653	0.749202992	1.416579962
2442	AT1G71260	1	26861657	26863454	26861770	26862352	1.009386611	2.609489918
2443	AT1G71270	1	26863587	26870015	26864302	26869604	0.335015211	3.131390095
2444	AT1G71300	1	26874064	26878319	26877552	26878290	0.686913194	1.217759967
2445	AT1G71330	1	26884014	26885169	26884389	26884900	1.006450919	1.342030048
2446	AT1G71340	1	26885170	26888364	26885309	26886284	0.650289448	1.826650023
2447	AT1G71350	1	26888368	26891284	26889152	26890500	0.477490109	1.739660025
2448	AT1G71360	1	26891956	26894856	26892345	26893805	0.598876098	1.739660025
2449	AT1G71400	1	26909792	26912597	26911007	26912150	0.682211341	2.087599993
2450	AT1G71410	1	26912726	26917732	26912789	26916847	0.724305717	4.349160194
2451	AT1G71420	1	26917786	26920099	26919052	26919300	0.784919792	1.670079947
2452	AT1G71440	1	26921060	26924431	26921702	26923100	0.689401749	1.565700054
2453	AT1G71460	1	26927984	26930347	26928552	26929350	0.918350866	2.609489918
2454	AT1G71480	1	26931852	26933313	26933108	26933263	0.774150491	1.043799996
2455	AT1G71490	1	26932905	26935825	26933108	26934750	0.952168878	5.479939938
2456	AT1G71696	1	26966766	26970603	26967552	26969900	0.538453996	1.304749966
2457	AT1G71697	1	26970968	26973464	26972316	26973450	0.966014488	1.913630009
2458	AT1G71710	1	26973567	26981046	26974352	26974800	0.947919097	1.304749966
2459	AT1G71720	1	26983615	26985990	26984452	26985719	1.073597116	3.131390095
2460	AT1G71750	1	26987775	26989199	26987980	26988450	1.096522	1.891880035
2461	AT1G71780	1	26994977	26996673	26995260	26995882	0.677704456	1.391729951
2462	AT1G71790	1	26996805	26999067	26998052	26998550	0.841225901	1.565700054
2463	AT1G71810	1	27002414	27008184	27003402	27007200	0.419934659	1.478710055
2464	AT1G71820	1	27009564	27017124	27010352	27016700	0.411534995	1.565700054
2465	AT1G71840	1	27022138	27024551	27023324	27023600	1.030995329	1.565700054
2466	AT1G71850	1	27024731	27026363	27024885	27025400	1.005718096	1.922790051
2467	AT1G71860	1	27026677	27029092	27027555	27028550	0.782647045	2.609489918
2468	AT1G71865	1	27029116	27030560	27029852	27030150	0.790213153	1.192909956
2469	AT1G71890	1	27058381	27060786	27060402	27060528	1.007143974	1.201079965
2470	AT1G71900	1	27061461	27064530	27062301	27063850	0.331503744	0.782848001
2471	AT1G71920	1	27066948	27069166	27067763	27068816	0.513296239	0.602190971
2472	AT1G71930	1	27074702	27077991	27076859	27077150	0.385407659	1.200369954
2473	AT1G71940	1	27078524	27080248	27079352	27079895	0.714909358	1.304749966
2474	AT1G71980	1	27097703	27100202	27098902	27099600	0.603562851	1.031659961
2475	AT1G71990	1	27100210	27102292	27101852	27102086	0.466433805	0.549920022
2476	AT1G72040	1	27111894	27114399	27112152	27113140	0.5599617	0.848085999
2477	AT1G72050	1	27115016	27117509	27116244	27117100	0.526834721	0.782848001
2478	AT1G72090	1	27123567	27126950	27124552	27126100	0.975071871	3.827260017
2479	AT1G72130	1	27137102	27139384	27138683	27138800	0.816824655	0.944387972
2480	AT1G72175	1	27157875	27159735	27158925	27159356	0.765911603	0.985809028
2481	AT1G72190	1	27167363	27169754	27167902	27169067	1.007406496	2.385819912
2482	AT1G72230	1	27188036	27189358	27188385	27188443	0.921679527	1.029690027
